QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
NIDLIJIB_02501	COG2271	441872	1.19e-39	21.3	UhpC	Sugar phosphate permease	G	Carbohydrate transport and metabolism
NIDLIJIB_02502	COG3010	442247	2.85e-111	56.223	NanE	Putative N-acetylmannosamine-6-phosphate epimerase	G	Carbohydrate transport and metabolism
NIDLIJIB_02503	COG1940	441543	1.05e-64	36.207	NagC	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	G	Carbohydrate transport and metabolism
NIDLIJIB_02504	COG2731	442037	2.74e-60	44.928	NanQ	N-acetylneuraminate anomerase NanQ, YhcH/YjgK/YiaL family	G	Carbohydrate transport and metabolism
NIDLIJIB_02505	COG4804	443832	2.46e-129	38.172	YhcG	Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family	R	General function prediction only
NIDLIJIB_02506	COG0493	440259	0.0	48.758	GltD	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	E	Amino acid transport and metabolism
NIDLIJIB_02507	COG0070	439840	0.0	35.594	GltB3	Glutamate synthase domain 3	E	Amino acid transport and metabolism
NIDLIJIB_02508	COG1242	440855	1.26e-172	47.841	YhcC	Radical SAM superfamily enzyme	R	General function prediction only
NIDLIJIB_02509	COG2271	441872	3.39e-66	32.021	UhpC	Sugar phosphate permease	G	Carbohydrate transport and metabolism
NIDLIJIB_02510	COG0797	440560	4.56e-14	33.333	RlpA	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02511	COG1686	441292	2.52e-137	42.82	DacC	D-alanyl-D-alanine carboxypeptidase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02512	COG2921	442165	1.59e-41	53.933	YbeD	Putative lipoate-binding regulatory protein, UPF0250 family	T	Signal transduction mechanisms
NIDLIJIB_02513	COG0321	440090	6.56e-120	49.261	LipB	Lipoate-protein ligase B (lipoyltransferase)	H	Coenzyme transport and metabolism
NIDLIJIB_02514	COG0583	440348	9.02e-32	19.795	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NIDLIJIB_02515	COG0320	440089	0.0	60.667	LipA	Lipoate synthase	H	Coenzyme transport and metabolism
NIDLIJIB_02516	COG1826	441431	4.73e-06	39.474	TatA	Twin-arginine protein secretion pathway components TatA, TatB, TatE	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_02517	COG0388	440157	5.59e-75	32.061	Nit1	Nitrilase/amidase YafV/Nit2, hydrolyzes deaminated glutathione	V	Defense mechanisms
NIDLIJIB_02518	COG0239	440009	2.72e-35	38.211	CrcB	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_02519	COG1278	440889	5.81e-36	67.692	CspC	Cold shock protein, CspA family	K	Transcription
NIDLIJIB_02521	COG3069	442303	5.77e-146	49.773	DcuC	C4-dicarboxylate transporter DcuC	C	Energy production and conversion
NIDLIJIB_02522	COG4565	443622	1.03e-47	42.636	CitB	DNA-binding response regulator DpiB of citrate/malate metabolism	K	Transcription
NIDLIJIB_02523	COG3290	442519	1.99e-110	36.031	CitA	Sensor histidine kinase DipB regulating citrate/malate metabolism	T	Signal transduction mechanisms
NIDLIJIB_02524	COG3053	442287	0.0	54.079	CitC	Citrate lyase synthetase CitC	C	Energy production and conversion
NIDLIJIB_02525	COG3052	442286	1.3e-45	53.409	CitD	Acyl-carrier protein (citrate lyase gamma subunit)	C	Energy production and conversion
NIDLIJIB_02526	COG2301	441876	2.79e-106	42.517	CitE	Citrate lyase beta subunit	G	Carbohydrate transport and metabolism
NIDLIJIB_02527	COG3051	442285	0.0	66.871	CitF	Citrate lyase, alpha subunit	C	Energy production and conversion
NIDLIJIB_02528	COG3697	442912	1.02e-89	53.179	CitX	Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)	H	Coenzyme transport and metabolism
NIDLIJIB_02529	COG1767	441373	3.26e-93	40.468	CitG	Triphosphoribosyl-dephospho-CoA synthetase	H	Coenzyme transport and metabolism
NIDLIJIB_02530	COG0471	440239	1.37e-81	29.024	CitT	Di- and tricarboxylate antiporter	G	Carbohydrate transport and metabolism
NIDLIJIB_02531	COG3719	442933	1.44e-75	31.818	RnaI	Ribonuclease I	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02532	COG0782	440545	2.24e-18	33.696	GreA	Transcription elongation factor, GreA/GreB family	K	Transcription
NIDLIJIB_02534	COG1063	440683	4.06e-135	37.179	Tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	E	Amino acid transport and metabolism
NIDLIJIB_02535	COG0589	440354	8.5e-29	39.161	UspA	Nucleotide-binding universal stress protein,  UspA family	T	Signal transduction mechanisms
NIDLIJIB_02536	COG3634	442851	1.07e-108	55.779	AhpF	Alkyl hydroperoxide reductase subunit AhpF	V	Defense mechanisms
NIDLIJIB_02537	COG0450	440219	1.61e-107	47.895	AhpC	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	V	Defense mechanisms
NIDLIJIB_02538	COG1651	441257	6.66e-16	21.705	DsbG	Protein thiol-disulfide isomerase DsbC	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_02539	COG0583	440348	1.35e-33	19.398	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NIDLIJIB_02540	COG3969	443169	0.0	59.36	YbdN	Predicted phosphoadenosine phosphosulfate sulfurtransferase, contains C-terminal DUF3440 domain	R	General function prediction only
NIDLIJIB_02541	COG1475	441084	4.8e-11	23.567	Spo0J	Chromosome segregation protein Spo0J, contains ParB-like CTPase domain	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_02542	COG0436	440205	1.29e-33	34.746	AspB	Aspartate/methionine/tyrosine aminotransferase	E	Amino acid transport and metabolism
NIDLIJIB_02543	COG0666	440430	7.36e-34	31.343	ANKYR	Ankyrin repeat	T	Signal transduction mechanisms
NIDLIJIB_02544	COG3839	443050	0.0	56.425	MalK	ABC-type sugar transport system, ATPase component MalK	G	Carbohydrate transport and metabolism
NIDLIJIB_02545	COG4580	443637	0.0	49.115	LamB	Maltoporin (phage lambda and maltose receptor)	G	Carbohydrate transport and metabolism
NIDLIJIB_02549	COG1357	440968	2.8e-12	15.0	DotG	Type IVB secretion/DNA transfer system protein DotG/IcmE, contains pentapeptide repeats	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_02550	COG3161	442395	5.07e-48	41.899	UbiC	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)	H	Coenzyme transport and metabolism
NIDLIJIB_02551	COG0382	440151	9.16e-91	48.929	UbiA	4-hydroxybenzoate polyprenyltransferase	H	Coenzyme transport and metabolism
NIDLIJIB_02552	COG2937	442180	0.0	53.325	PlsB	Glycerol-3-phosphate O-acyltransferase	I	Lipid transport and metabolism
NIDLIJIB_02553	COG0818	440580	6.17e-46	41.667	DgkA	Diacylglycerol kinase	I	Lipid transport and metabolism
NIDLIJIB_02554	COG1974	441577	7.34e-89	47.761	LexA	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)	K	Transcription
NIDLIJIB_02555	COG0534	440300	8.18e-73	31.28	NorM	Na+-driven multidrug efflux pump, DinF/NorM/MATE family	V	Defense mechanisms
NIDLIJIB_02556	COG3237	442469	3.98e-22	61.538	YjbJ	Uncharacterized ProP-interacting protein YjbJ, UPF0337 family	R	General function prediction only
NIDLIJIB_02557	COG0735	440498	4.78e-41	35.211	Fur	Fe2+ or Zn2+ uptake regulation protein Fur/Zur	P	Inorganic ion transport and metabolism
NIDLIJIB_02559	COG3600	442819	9.31e-51	37.415	SocA	Antitoxin SocA of the SocAB toxin-antotoxin system, DUF4065 domain	X	Mobilome: prophages, transposons
NIDLIJIB_02560	COG0168	439938	0.006	24.59	TrkG	Trk-type K+ transport system, membrane component	P	Inorganic ion transport and metabolism
NIDLIJIB_02563	COG5532	444283	6.75e-113	42.806	YfdQ	Conserved protein YfdQ, affects toxicity of methyl methanesulfonate, YfdQ/DUF2303 family	R	General function prediction only
NIDLIJIB_02564	COG3698	442913	2.02e-104	41.624	YigE	Uncharacterized conserved protein YigE, DUF2233 family	S	Function unknown
NIDLIJIB_02565	COG0210	439980	0.0	48.257	UvrD	Superfamily I DNA or RNA helicase	L	Replication, recombination and repair
NIDLIJIB_02566	COG1011	440635	5.42e-44	26.809	YigB	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	H	Coenzyme transport and metabolism
NIDLIJIB_02567	COG4973	443998	3.34e-138	54.737	XerC	Site-specific recombinase XerC	L	Replication, recombination and repair
NIDLIJIB_02568	COG3159	442393	7.06e-70	38.288	YigA	Uncharacterized conserved protein YigA, DUF484 family	S	Function unknown
NIDLIJIB_02569	COG0253	440023	6.48e-162	52.92	DapF	Diaminopimelate epimerase	E	Amino acid transport and metabolism
NIDLIJIB_02570	COG5567	444309	7.28e-17	58.14	YifL	Periplasmic lipoprotein LptM/YifL, part of outer membrane beta-barrel assembly machinery	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02571	COG1965	441568	5.89e-54	56.604	CyaY	Fe-S cluster assembly protein CyaY, frataxin homolog	P	Inorganic ion transport and metabolism
NIDLIJIB_02572	COG3072	442306	0.0	62.139	CyaA	Adenylate cyclase, class I	T	Signal transduction mechanisms
NIDLIJIB_02573	COG0181	439951	0.0	67.434	HemC	Porphobilinogen deaminase	H	Coenzyme transport and metabolism
NIDLIJIB_02574	COG1587	441195	1.32e-66	34.783	HemD	Uroporphyrinogen-III synthase	H	Coenzyme transport and metabolism
NIDLIJIB_02575	COG2959	442199	1.81e-119	45.257	HemX	Proteobacterial HemX domain, involved in 2-ketogluconate production (unrelated to B. subtilis HemX, COG0755, no evidence of involvement in heme biosynthesis)	R	General function prediction only
NIDLIJIB_02576	COG3071	442305	1.83e-93	38.562	HemYx	Uncharacterized protein HemY, contains HemY_N domain and TPR repeats (unrelated to protoporphyrinogen oxidase HemY)	S	Function unknown
NIDLIJIB_02578	COG0641	440406	2.14e-138	38.71	AslB	Sulfatase maturation enzyme AslB, radical SAM superfamily	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_02583	COG1113	440730	0.0	49.78	AnsP	L-asparagine transporter or related permease	E	Amino acid transport and metabolism
NIDLIJIB_02584	COG1922	441525	3.95e-86	40.758	WecG	UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02587	COG2244	441845	1.65e-23	25.0	RfbX	Membrane protein involved in the export of O-antigen and teichoic acid	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02588	COG0399	440168	2.54e-156	40.691	WecE	dTDP-4-amino-4,6-dideoxygalactose transaminase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02589	COG1247	440860	6.69e-08	20.93	MnaT	L-amino acid N-acyltransferase MnaT	E	Amino acid transport and metabolism
NIDLIJIB_02591	COG0642	440407	1.19e-77	43.478	BaeS	Signal transduction histidine kinase	T	Signal transduction mechanisms
NIDLIJIB_02592	COG3155	442389	1.92e-152	66.047	ElbB	Glyoxalase ElbB, DJ-1 superfamily	V	Defense mechanisms
NIDLIJIB_02593	COG0744	440507	1.97e-77	36.364	MrcB	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02595	COG1925	441528	1.17e-32	43.82	PtsH	HPr or related phosphotransfer protein	T	Signal transduction mechanisms
NIDLIJIB_02596	COG1660	441266	3.07e-162	52.797	RapZ	RNase adaptor protein RapZ for GlmZ sRNA degradation, contains a P-loop ATPase domain	T	Signal transduction mechanisms
NIDLIJIB_02597	COG1762	441368	3.29e-51	36.667	PtsN	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	G	Carbohydrate transport and metabolism
NIDLIJIB_02598	COG1544	441153	3.78e-39	56.842	RaiA	Ribosome-associated translation inhibitor RaiA	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02599	COG1508	441117	0.0	48.109	RpoN	DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog	K	Transcription
NIDLIJIB_02600	COG1137	440752	2.29e-170	69.295	LptB	ABC-type lipopolysaccharide export system, ATPase component	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02601	COG1934	441537	9.57e-61	43.373	LptA	Lipopolysaccharide export system protein LptA	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02602	COG3117	442351	1.08e-63	34.783	LptC	Lipopolysaccharide export system protein LptC	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02603	COG1778	441384	1.81e-95	58.235	KdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02604	COG0794	440557	2.26e-146	53.846	GutQ	D-arabinose 5-phosphate isomerase GutQ	G	Carbohydrate transport and metabolism
NIDLIJIB_02605	COG0530	440296	8.1e-78	48.322	ECM27	Ca2+/Na+ antiporter	P	Inorganic ion transport and metabolism
NIDLIJIB_02606	COG0091	439861	3.34e-64	65.455	RplV	Ribosomal protein L22	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02607	COG0185	439955	1.61e-58	75.904	RpsS	Ribosomal protein S19	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02608	COG0090	439860	0.0	70.545	RplB	Ribosomal protein L2	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02609	COG0089	439859	2.2e-42	57.955	RplW	Ribosomal protein L23	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02610	COG0088	439858	1.43e-114	54.369	RplD	Ribosomal protein L4	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02611	COG0087	439857	1.33e-134	65.072	RplC	Ribosomal protein L3	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02612	COG0051	439821	2.47e-59	67.647	RpsJ	Ribosomal protein S10	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02614	COG3409	442635	1.32e-05	23.529	PGRP	Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02615	COG3031	442267	9.38e-35	23.671	GspC/PilP	Type II secretion system/type IV pili GspC/PulC/PilP protein, contains PDZ domain	N	Cell motility
NIDLIJIB_02616	COG1450	441059	8.9e-98	39.481	GspD/PilQ	Type II/type III secretion systems/type IV pilus secretin GspD/PulD/PilQ/YscC/InvG/EscC/HrcC/GspD/SctC family	N	Cell motility
NIDLIJIB_02617	COG2804	442055	0.0	51.235	GspE/PilB	Type II secretion system/type IV pilus assembly ATPase GspE/PulE/PilB	N	Cell motility
NIDLIJIB_02618	COG1459	441068	5.19e-161	41.457	GspF/PilC	Type II secretion system/type IV pilus membrane platform protein GspF/PulF/PilC	N	Cell motility
NIDLIJIB_02619	COG2165	441768	3.86e-15	28.07	GspO/PilD	Type II secretion system/type IV prepilin peptidase GspO/PulO/PilD	N	Cell motility
NIDLIJIB_02620	COG4970	443996	3.01e-13	38.806	FimT	Type IV pilus assembly protein FimT or FimU	N	Cell motility
NIDLIJIB_02621	COG4967	443993	1.95e-08	30.508	PilV	Type IV pilus minor pilin/pseudopilin PilV	N	Cell motility
NIDLIJIB_02622	COG4795	443823	9.17e-19	28.947	PulJ/XcpW	Type II secretion system protein PulJ/XcpW	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_02623	COG3156	442390	9.22e-75	30.796	PulK	Type II secretory pathway, component PulK	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_02625	COG1476	441085	0.000146	35.0	XRE	DNA-binding transcriptional regulator, XRE-family HTH domain	K	Transcription
NIDLIJIB_02627	COG0845	440606	2.29e-63	26.537	AcrA	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02628	COG0294	440063	1.59e-11	46.154	FolP	Dihydropteroate synthase	H	Coenzyme transport and metabolism
NIDLIJIB_02629	COG0742	440505	4.64e-32	40.244	RsmD	16S rRNA G966 N2-methylase RsmD	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02630	COG3776	442990	5.58e-39	74.157	YhhL	Uncharacterized conserved protein YhhL, DUF1145 family	S	Function unknown
NIDLIJIB_02632	COG3714	442928	2.7e-52	50.732	YhhN	Membrane lysoplasmalogenase (glycerophospholipid hydrolase), YhhN family	I	Lipid transport and metabolism
NIDLIJIB_02633	COG2217	441819	0.0	41.98	ZntA	Cation-transporting P-type ATPase	P	Inorganic ion transport and metabolism
NIDLIJIB_02634	COG0425	440194	8.53e-33	50.0	TusA	Sulfur carrier protein TusA (tRNA thiolation, molybdenum cofactor biosynthesis)	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02635	COG1738	441344	7.68e-60	35.909	YhhQ	Queuosine precursor transporter YhhQ, DUF165 family	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02636	COG0635	440400	6.47e-109	36.531	HemN	Coproporphyrinogen-III oxidase HemN  (oxygen-independent) or related Fe-S oxidoreductase	H	Coenzyme transport and metabolism
NIDLIJIB_02638	COG2204	441806	0.0	49.567	AtoC	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	T	Signal transduction mechanisms
NIDLIJIB_02639	COG3852	443061	3.08e-146	46.742	NtrB	Signal transduction histidine kinase NtrB, nitrogen specific	T	Signal transduction mechanisms
NIDLIJIB_02641	COG0174	439944	0.0	49.574	GlnA	Glutamine synthetase	E	Amino acid transport and metabolism
NIDLIJIB_02642	COG1217	440830	0.0	66.777	TypA	Predicted membrane GTPase TypA/BipA involved in stress response	T	Signal transduction mechanisms
NIDLIJIB_02643	COG2188	441791	1.61e-44	27.876	MngR	DNA-binding transcriptional regulator, GntR family	K	Transcription
NIDLIJIB_02644	COG1082	440699	2.2e-17	22.449	YcjR	Sugar phosphate isomerase/epimerase	G	Carbohydrate transport and metabolism
NIDLIJIB_02645	COG2271	441872	1.03e-31	19.756	UhpC	Sugar phosphate permease	G	Carbohydrate transport and metabolism
NIDLIJIB_02647	COG2211	441813	6.09e-117	37.054	MelB	Na+/melibiose symporter or related transporter	G	Carbohydrate transport and metabolism
NIDLIJIB_02648	COG2211	441813	6.91e-121	35.177	MelB	Na+/melibiose symporter or related transporter	G	Carbohydrate transport and metabolism
NIDLIJIB_02649	COG1501	441110	4.01e-75	27.305	YicI	Alpha-glucosidase/xylosidase, GH31 family	G	Carbohydrate transport and metabolism
NIDLIJIB_02650	COG2017	441620	1.57e-81	29.703	GalM	Galactose mutarotase or related enzyme	G	Carbohydrate transport and metabolism
NIDLIJIB_02651	COG2942	442185	6.87e-124	36.962	YihS	Mannose or cellobiose epimerase, N-acyl-D-glucosamine 2-epimerase family	G	Carbohydrate transport and metabolism
NIDLIJIB_02652	COG3684	442900	2.75e-39	26.282	LacD	Tagatose-1,6-bisphosphate/sulfofructosephosphate aldolase	G	Carbohydrate transport and metabolism
NIDLIJIB_02653	COG2084	441687	3.48e-101	42.308	MmsB	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	I	Lipid transport and metabolism
NIDLIJIB_02654	COG0524	440290	3.7e-71	35.354	RbsK	Sugar or nucleoside kinase, ribokinase family	G	Carbohydrate transport and metabolism
NIDLIJIB_02655	COG1349	440960	3.31e-96	39.357	GlpR	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	K	Transcription
NIDLIJIB_02656	COG1011	440635	1.9e-41	20.69	YigB	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	H	Coenzyme transport and metabolism
NIDLIJIB_02657	COG1295	440906	1.02e-68	33.922	BrkB	Putative virulence factor, BrkB/YihY/UPF0761 family	S	Function unknown
NIDLIJIB_02658	COG1490	441099	9.21e-99	62.759	Dtd	D-aminoacyl-tRNA deacylase	J	Translation, ribosomal structure and biogenesis
